Respondent ID,Start Date,End Date,Gender,How old are you?,Who do you normally shop for?,What is your total annual household income?,"Thinking back over the last 3 months, how regularly did you shop with Woolworths for different products:Food","Thinking back over the last 3 months, how regularly did you shop with Woolworths for different products:Fashion","Thinking back over the last 3 months, how regularly did you shop with Woolworths for different products:Beauty&Health","Thinking back over the last 3 months, how regularly did you shop with Woolworths for different products:Home","Over the last 3 months, which method best describes how you most often shop at Woolworths?Food-In-Store","Over the last 3 months, which method best describes how you most often shop at Woolworths?Food-Online","Over the last 3 months, which method best describes how you most often shop at Woolworths?Food-App","Over the last 3 months, which method best describes how you most often shop at Woolworths?Food-Not Applicable","Over the last 3 months, which method best describes how you most often shop at Woolworths?Fashion-In-Store","Over the last 3 months, which method best describes how you most often shop at Woolworths?Fashion-Online","Over the last 3 months, which method best describes how you most often shop at Woolworths?Fashion-App","Over the last 3 months, which method best describes how you most often shop at Woolworths?Fashion-Not Applicable","Over the last 3 months, which method best describes how you most often shop at Woolworths?Beauty&Health-In-Store","Over the last 3 months, which method best describes how you most often shop at Woolworths?Beauty&Health-Online","Over the last 3 months, which method best describes how you most often shop at Woolworths?Beauty&Health-App","Over the last 3 months, which method best describes how you most often shop at Woolworths?Beauty&Health-Not Applicable","Over the last 3 months, which method best describes how you most often shop at Woolworths?Home-In-Store","Over the last 3 months, which method best describes how you most often shop at Woolworths?Home-Online","Over the last 3 months, which method best describes how you most often shop at Woolworths?Home-App","Over the last 3 months, which method best describes how you most often shop at Woolworths?Home-Not Applicable",What did you like about shopping on the app?Open-Ended Response,"What, if anything, did you NOT like about shopping on the app?Open-Ended Response","How much do you normally spend, per shop, when you shop at Woolworths?R350-R500","How much do you normally spend, per shop, when you shop at Woolworths?R500-R1000","How much do you normally spend, per shop, when you shop at Woolworths?R1000-R2000","How much do you normally spend, per shop, when you shop at Woolworths?Above R2000",How would you describe the fashion/ home/beauty items you usually buy?All full price items,How would you describe the fashion/ home/beauty items you usually buy?All sale / discount items,"How would you describe the fashion/ home/beauty items you usually buy?Mostly full price, with some sale / discount items","How would you describe the fashion/ home/beauty items you usually buy?Mostly sale / discount items, with some full price items",Do you have any of the following? Please tick all the apply…Woolworths Store card holder,Do you have any of the following? Please tick all the apply…W Rewards card,Do you have any of the following? Please tick all the apply…Woolworths Credit Card,Do you have any of the following? Please tick all the apply…Personal loan from Woolworths,Do you have any of the following? Please tick all the apply…Insurance from Woolworths,Do you have any of the following? Please tick all the apply…I’m not sure,What do you like most about shopping at Woolworths online?Open-Ended Response,What do you like least about shopping at Woolworths online?Open-Ended Response,What 3 words would you use to describe shopping at Woolworths online?Open-Ended Response,"Where else do you shop for food and clothing online, if not Woolworths?None of the above","Where else do you shop for food and clothing online, if not Woolworths?Pick n Pay","Where else do you shop for food and clothing online, if not Woolworths?Checkers60","Where else do you shop for food and clothing online, if not Woolworths?Wellness Warehouse","Where else do you shop for food and clothing online, if not Woolworths?Faithful To Nature","Where else do you shop for food and clothing online, if not Woolworths?Frozen for you","Where else do you shop for food and clothing online, if not Woolworths?Babylonstoren","Where else do you shop for food and clothing online, if not Woolworths?Makro","Where else do you shop for food and clothing online, if not Woolworths?Game","Where else do you shop for food and clothing online, if not Woolworths?UCook","Where else do you shop for food and clothing online, if not Woolworths?Takealot","Where else do you shop for food and clothing online, if not Woolworths?Superbalist","Where else do you shop for food and clothing online, if not Woolworths?Zara","Where else do you shop for food and clothing online, if not Woolworths?Zando","Where else do you shop for food and clothing online, if not Woolworths?Cotton On","Where else do you shop for food and clothing online, if not Woolworths?Mr Price","Where else do you shop for food and clothing online, if not Woolworths?Poetry","Where else do you shop for food and clothing online, if not Woolworths?Foschini","Where else do you shop for food and clothing online, if not Woolworths?Shein","Where else do you shop for food and clothing online, if not Woolworths?Yuppiechef","Where else do you shop for food and clothing online, if not Woolworths?Dischem","Where else do you shop for food and clothing online, if not Woolworths?Clicks","Where else do you shop for food and clothing online, if not Woolworths?Edgars",How much do you spend at these places each month?Open-Ended Response,What values do you admire most about Woolworths?Open-Ended Response
8.853348751335258,2/23/2023 17:24,2/23/2023 18:28,prefer not to say,36-45,Just myself,R1200000 or more,More than once per week,More than once per week,Every 2 weeks,Monthly,In-Store,Online,,,,,App,Not Applicable,In-Store,Online,App,Not Applicable,In-Store,,App,,"It is easy to browse, see new available items.",At time the app is not user friendly,R350-R500,,R1000-R2000,,,,"Mostly full price, with some sale / discount items",,Woolworths Store card holder,W Rewards card,,,Insurance from Woolworths,,convenience and ease of shop,Nothing,Easy convenient,,,Checkers60,,Faithful To Nature,,Babylonstoren,,,,,,Zara,,Cotton On,,Poetry,,Shein,Yuppiechef,,,,No value,Sophisticated
4.531380947664588,2/24/2023 7:31,3/9/2023 17:15,Female,36-45,Family with kids,R360000 to R479000,More than once per week,Never,Once or twice,Once or twice,In-Store,,App,,In-Store,Online,,Not Applicable,In-Store,Online,App,,In-Store,Online,,Not Applicable,The shopping arrived quickly,"Great app, works well.",R350-R500,,R1000-R2000,Above R2000,All full price items,,,,Woolworths Store card holder,W Rewards card,Woolworths Credit Card,,Insurance from Woolworths,,Ease of use,Hard to navigate the site,"Easy, quick and convenient",,,Checkers60,,Faithful To Nature,,,,Game,UCook,,Superbalist,Zara,Zando,Cotton On,,Poetry,Foschini,Shein,,,,,R500-R1000,The quality and reliability of your products
4.024745158456771,2/28/2023 14:45,2/28/2023 14:44,prefer not to say,26-35,Buying for my workplace,Less than R120000,Once or twice,Once or twice,Monthly,Once or twice,In-Store,,,,,Online,App,,In-Store,Online,,Not Applicable,,Online,,Not Applicable,Don’t have to shop I store-convienent,Only when I click to add an item it tells me it’s out of stock part of the deal is already choosing it then being denied choosing it,R350-R500,,,Above R2000,,,,,,,,Personal loan from Woolworths,,,that there is clothing and food and that i can organise to click and collect-especially for the online wine specials!,Paying for an item online and waiting for delivery then being told the item you have purchased in no longer available. Reversal and refund takes long.,Convenient  Safe  Quick,None of the above,,,,,,Babylonstoren,Makro,,UCook,,Superbalist,Zara,Zando,,Mr Price,Poetry,,,Yuppiechef,Dischem,Clicks,Edgars,No value,"Quality, freshness, friut/veg have a longer shelf-life, cooking instructions, ready-made options, food options for easy entertainment"
9.240574397697197,2/23/2023 21:08,2/23/2023 20:53,Male,56-70,Buying for my workplace,Less than R120000,Monthly,Never,Monthly,Monthly,,Online,App,,,Online,App,Not Applicable,,,App,,,,,Not Applicable,It was easy,Not very user-friendly,,,R1000-R2000,Above R2000,All full price items,All sale / discount items,,,,W Rewards card,Woolworths Credit Card,,Insurance from Woolworths,I’m not sure,Efficiency,Range sometimes isnt always available,"convenience, quality, time-saver",None of the above,,,Wellness Warehouse,Faithful To Nature,,Babylonstoren,Makro,,UCook,,Superbalist,,Zando,,Mr Price,Poetry,,,,,Clicks,,Above R2000,freshness and friendly
5.70607738032584,3/1/2023 11:32,2/24/2023 9:15,prefer not to say,19-25,Buying gifts,R1200000 or more,More than once per week,Once or twice,Monthly,More than once per week,,Online,,,In-Store,Online,App,Not Applicable,,,,Not Applicable,,,App,,1 app-multiple delivery options and products. Efficient,Nothing … pretty usual,R350-R500,,R1000-R2000,Above R2000,,All sale / discount items,"Mostly full price, with some sale / discount items","Mostly sale / discount items, with some full price items",,W Rewards card,Woolworths Credit Card,,,,Convenience.,"That some products are out of stock in my area, I live in Durban so it is very central and out of stocks happen often on popular sizes.","Convenient, quick, hassle-free",,Pick n Pay,Checkers60,Wellness Warehouse,Faithful To Nature,Frozen for you,,Makro,,,,,,Zando,,,,,Shein,,,,Edgars,R500-R1000,quality and ethical
6.021883440400044,3/11/2023 11:01,2/28/2023 19:30,prefer not to say,36-45,Just myself,R600000 to R1200000,More than once per week,Every 2 weeks,Never,Never,,,App,,,,App,,In-Store,,,Not Applicable,In-Store,,,Not Applicable,My order didn’t arrive and waited 6 months for a refund,"Not enough delivery slots, not easy to maneuver between items when you want to check ingredients/allergens list and then get off that product. Want to be able to order more than 30 dash items",,,,,,,"Mostly full price, with some sale / discount items","Mostly sale / discount items, with some full price items",,,,Personal loan from Woolworths,Insurance from Woolworths,,The UI/UX,"You have no visual search (search by image) to find the product which could be easier because some products are named differently at Woolworths than what a usual customer would call it, so it even makes it hard to find a product by searching by name",QUALITY   EASY   AESTHETIC,None of the above,Pick n Pay,,Wellness Warehouse,Faithful To Nature,,Babylonstoren,,,,,Superbalist,,,Cotton On,Mr Price,,Foschini,Shein,,,,Edgars,Above R2000,Sophisticated
9.46722245473183,3/9/2023 17:44,3/10/2023 9:29,Male,46-55,Family with kids,R360000 to R479000,More than once per week,Every 2 weeks,Monthly,Never,In-Store,Online,App,,In-Store,Online,App,,,Online,App,Not Applicable,,Online,App,,Convenience when buying for family in other provinces.,PLEASE either speed up the app or mark items sold out. i get so annoyed when it takes ages to open up on kids clothing only to find out its sold out. i land up giving up-i have seen a few comments on social media about this issue.,R350-R500,R500-R1000,R1000-R2000,,All full price items,All sale / discount items,,,Woolworths Store card holder,W Rewards card,Woolworths Credit Card,,Insurance from Woolworths,,Clear product info e.g. nutritional info.,Nothing. All round a good experience.,"Easy, big delivery window, expensive to Knysna",,Pick n Pay,,Wellness Warehouse,,,,Makro,Game,,Takealot,Superbalist,Zara,Zando,,,,,Shein,Yuppiechef,,Clicks,Edgars,Above R2000,Quality is everything   There are differences tired to their products that other retailers don’t have.
9.78742698408757,3/10/2023 9:25,2/25/2023 15:19,Female,56-70,Buying gifts,R360000 to R479000,More than once per week,More than once per week,Weekly,Once or twice,,Online,App,,In-Store,,,,,Online,,Not Applicable,,,,,I like that it is very easy to use and aesthetic.,"It doesnt show how many items are still in stock, especially clothing items when the stock is low.",R350-R500,R500-R1000,,,,All sale / discount items,,"Mostly sale / discount items, with some full price items",Woolworths Store card holder,W Rewards card,Woolworths Credit Card,Personal loan from Woolworths,Insurance from Woolworths,,Sometimes can find things online that aren’t available in store,I struggle to find some food items when searching for them.,Convenient if you don't want the items soon,None of the above,,Checkers60,Wellness Warehouse,,Frozen for you,,,,,,Superbalist,,,,,,Foschini,Shein,Yuppiechef,Dischem,,Edgars,R500-R1000,Nothing
3.909137432998448,2/23/2023 18:01,2/23/2023 18:39,Male,71+,Family with kids,R600000 to R1200000,Once or twice,Weekly,Weekly,Never,,,App,,In-Store,Online,App,,,Online,,,,,App,Not Applicable,ITS FAST AND CONVENIENT,I am unable to shop for myself as there is no delivery   to my area via woolies dash,R350-R500,R500-R1000,,Above R2000,All full price items,All sale / discount items,,,Woolworths Store card holder,W Rewards card,,,Insurance from Woolworths,,You know what you're going to get-very consistent,no promos online/in-app,quick easy professional,None of the above,Pick n Pay,,,Faithful To Nature,,Babylonstoren,Makro,Game,UCook,,,Zara,,,,Poetry,,Shein,Yuppiechef,,,,R500-R1000,The quality of their food.
4.011309088752395,2/23/2023 17:13,2/28/2023 18:41,prefer not to say,46-55,Buying gifts,R240000 to R359000,Every 2 weeks,Every 2 weeks,Never,Never,In-Store,,App,,In-Store,Online,App,Not Applicable,In-Store,,App,,,Online,,Not Applicable,It is very easy to use,"Frustrating, layout of food, clothing searches not great, can’t see if items are available in store in not available on line",,,,Above R2000,All full price items,All sale / discount items,,"Mostly sale / discount items, with some full price items",,,Woolworths Credit Card,Personal loan from Woolworths,Insurance from Woolworths,I’m not sure,"Convenient way to get get the great Woolies quality that we have become used to, without having to go to the store!",The customer service when there is an issue.,"Fun, easy, convienant",None of the above,,,,Faithful To Nature,Frozen for you,Babylonstoren,Makro,,UCook,Takealot,Superbalist,Zara,,,,,Foschini,,,Dischem,,Edgars,R350-R500,Friendly and efficient in-store customer service
